"Project ID","Cancer Type","Data Source","Accession No.",Country,"Sample ID","Sample Type","Construction Protocol","Transcriptome Analysis","Metabolic Profile"
NB-033,Neuroblastoma,"NCBI (GEO)",GSE137804,CHN,NB-033-13-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
NB-033,Neuroblastoma,"NCBI (GEO)",GSE137804,CHN,NB-033-14-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
NB-033,Neuroblastoma,"NCBI (GEO)",GSE137804,CHN,NB-033-15-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
NB-033,Neuroblastoma,"NCBI (GEO)",GSE137804,CHN,NB-033-16-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
NB-033,Neuroblastoma,"NCBI (GEO)",GSE137804,CHN,NB-033-17-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
NB-033,Neuroblastoma,"NCBI (GEO)",GSE137804,CHN,NB-033-18-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
NB-033,Neuroblastoma,"NCBI (GEO)",GSE137804,CHN,NB-033-19-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
NB-033,Neuroblastoma,"NCBI (GEO)",GSE137804,CHN,NB-033-20-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
NB-033,Neuroblastoma,"NCBI (GEO)",GSE137804,CHN,NB-033-21-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
NB-033,Neuroblastoma,"NCBI (GEO)",GSE137804,CHN,NB-033-22-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LSCC-034,"Laryngeal Squamous Cell Carcinoma","NCBI (GEO)",GSE150321,CHN,LSCC-034-01-1G,Tumour,"BD Rhapsody","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LSCC-034,"Laryngeal Squamous Cell Carcinoma","NCBI (GEO)",GSE150321,CHN,LSCC-034-02-1G,Tumour,"BD Rhapsody","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GC-035,"Gastric Cancer","NCBI (SRA)",PRJNA885255,CHN,GC-035-01-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GC-035,"Gastric Cancer","NCBI (SRA)",PRJNA885255,CHN,GC-035-02-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GC-035,"Gastric Cancer","NCBI (SRA)",PRJNA885255,CHN,GC-035-03-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GC-035,"Gastric Cancer","NCBI (SRA)",PRJNA885255,CHN,GC-035-04-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GC-035,"Gastric Cancer","NCBI (SRA)",PRJNA885255,CHN,GC-035-05-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GC-035,"Gastric Cancer","NCBI (SRA)",PRJNA885255,CHN,GC-035-06-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GC-035,"Gastric Cancer","NCBI (SRA)",PRJNA885255,CHN,GC-035-07-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GC-035,"Gastric Cancer","NCBI (SRA)",PRJNA885255,CHN,GC-035-08-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GC-035,"Gastric Cancer","NCBI (SRA)",PRJNA885255,CHN,GC-035-09-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GC-035,"Gastric Cancer","NCBI (SRA)",PRJNA885255,CHN,GC-035-10-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CM-036,"Cutaneous Melanoma","NCBI (GEO)",GSE215120,CHN,CM-036-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
AM-036,"Acral Melanoma","NCBI (GEO)",GSE215120,CHN,AM-036-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CM-036,"Cutaneous Melanoma","NCBI (GEO)",GSE215120,CHN,CM-036-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
AM-036,"Acral Melanoma","NCBI (GEO)",GSE215120,CHN,AM-036-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CM-036,"Cutaneous Melanoma","NCBI (GEO)",GSE215120,CHN,CM-036-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
AM-036,"Acral Melanoma","NCBI (GEO)",GSE215120,CHN,AM-036-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
AM-036,"Acral Melanoma","NCBI (GEO)",GSE215120,CHN,AM-036-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
CM-036,"Cutaneous Melanoma","NCBI (GEO)",GSE215120,CHN,CM-036-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
AM-036,"Acral Melanoma","NCBI (GEO)",GSE215120,CHN,AM-036-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
AM-036,"Acral Melanoma","NCBI (GEO)",GSE215120,CHN,AM-036-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
AM-036,"Acral Melanoma","NCBI (GEO)",GSE215120,CHN,AM-036-07-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PAAD-038,"Pancreatic Cancer","NCBI (SRA)",PRJNA885258,CHN,PAAD-038-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PAAD-038,"Pancreatic Cancer","NCBI (SRA)",PRJNA885258,CHN,PAAD-038-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PAAD-038,"Pancreatic Cancer","NCBI (SRA)",PRJNA885258,CHN,PAAD-038-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
TS-039,"Testicular Seminoma","NCBI (GEO)",GSE197778,CHN,TS-039-01-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
TS-039,"Testicular Seminoma","NCBI (GEO)",GSE197778,CHN,TS-039-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
TS-039,"Testicular Seminoma","NCBI (GEO)",GSE197778,CHN,TS-039-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
TS-039,"Testicular Seminoma","NCBI (GEO)",GSE197778,CHN,TS-039-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
SCC-041,"Squamous Cell Carcinoma","NCBI (GEO)",GSE221390,AUS,SCC-041-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HGSOC-042,"High-grade Serous Ovarian Carcinoma","NCBI (GEO)",GSE213243,CHN,HGSOC-042-01-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HGSOC-042,"High-grade Serous Ovarian Carcinoma","NCBI (GEO)",GSE213243,CHN,HGSOC-042-02-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HGSOC-042,"High-grade Serous Ovarian Carcinoma","NCBI (GEO)",GSE213243,CHN,HGSOC-042-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HGSOC-042,"High-grade Serous Ovarian Carcinoma","NCBI (GEO)",GSE213243,CHN,HGSOC-042-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HNSCC-043,"Head and Neck Squamous Cell Carcinoma","NCBI (GEO)",GSE213047,USA,HNSCC-043-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HNSCC-043,"Head and Neck Squamous Cell Carcinoma","NCBI (GEO)",GSE213047,USA,HNSCC-043-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
HNSCC-043,"Head and Neck Squamous Cell Carcinoma","NCBI (GEO)",GSE213047,USA,HNSCC-043-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-044,"Pancreatic Ductal Adenocarcinoma","NCBI (SRA)",PRJNA879876,CHN,PDAC-044-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-044,"Pancreatic Ductal Adenocarcinoma","NCBI (SRA)",PRJNA879876,CHN,PDAC-044-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-044,"Pancreatic Ductal Adenocarcinoma","NCBI (SRA)",PRJNA879876,CHN,PDAC-044-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-044,"Pancreatic Ductal Adenocarcinoma","NCBI (SRA)",PRJNA879876,CHN,PDAC-044-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-044,"Pancreatic Ductal Adenocarcinoma","NCBI (SRA)",PRJNA879876,CHN,PDAC-044-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-044,"Pancreatic Ductal Adenocarcinoma","NCBI (SRA)",PRJNA879876,CHN,PDAC-044-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GCTB-045,"Giant Cell Tumor of Bone","NCBI (GEO)",GSE212341,CHN,GCTB-045-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
GCTB-045,"Giant Cell Tumor of Bone","NCBI (GEO)",GSE212341,CHN,GCTB-045-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-046,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE212966,CHN,PDAC-046-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-046,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE212966,CHN,PDAC-046-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-046,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE212966,CHN,PDAC-046-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-046,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE212966,CHN,PDAC-046-04-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-046,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE212966,CHN,PDAC-046-05-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-046,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE212966,CHN,PDAC-046-06-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-046,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE212966,CHN,PDAC-046-07-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-046,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE212966,CHN,PDAC-046-08-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-046,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE212966,CHN,PDAC-046-09-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-046,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE212966,CHN,PDAC-046-10-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-046,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE212966,CHN,PDAC-046-11-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
PDAC-046,"Pancreatic Ductal Adenocarcinoma","NCBI (GEO)",GSE212966,CHN,PDAC-046-12-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ESCC-047,"Esophageal Squamous Cell Carcinoma","NCBI (GEO)",GSE199619,JPN,ESCC-047-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ESCC-047,"Esophageal Squamous Cell Carcinoma","NCBI (GEO)",GSE199619,JPN,ESCC-047-02-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ESCC-047,"Esophageal Squamous Cell Carcinoma","NCBI (GEO)",GSE199619,JPN,ESCC-047-03-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ESCC-047,"Esophageal Squamous Cell Carcinoma","NCBI (GEO)",GSE199619,JPN,ESCC-047-04-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ESCC-047,"Esophageal Squamous Cell Carcinoma","NCBI (GEO)",GSE199619,JPN,ESCC-047-05-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ESCC-047,"Esophageal Squamous Cell Carcinoma","NCBI (GEO)",GSE199619,JPN,ESCC-047-06-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ESCC-047,"Esophageal Squamous Cell Carcinoma","NCBI (GEO)",GSE199619,JPN,ESCC-047-07-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ESCC-048,"Esophageal Squamous Cell Carcinoma","NCBI (GEO)",GSE197677,JPN,ESCC-048-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
ESCC-048,"Esophageal Squamous Cell Carcinoma","NCBI (GEO)",GSE197677,JPN,ESCC-048-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
